"prefix","dxcc_entity","dxcc_name","owner_country","source"
"RT25BU","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT25KK","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT25KL","54","European Russia","Russia","ng3k-itu-owner"
"RT2F","126","Kaliningrad","Kaliningrad","ng3k-direct"
"RT2K","126","Kaliningrad","Kaliningrad","ng3k-direct"
"RT4H","54","European Russia","Russia","ng3k-itu-owner"
"RT4I","54","European Russia","Russia","ng3k-itu-owner"
"RT4Q","54","European Russia","Russia","ng3k-itu-owner"
"RT4W","54","European Russia","Russia","ng3k-itu-owner"
"RT8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT8F","54","European Russia","Russia","ng3k-itu-owner"
"RT8G","54","European Russia","Russia","ng3k-itu-owner"
"RT8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT8P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT8S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT8T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT8U","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT8V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT8W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT8X","54","European Russia","Russia","ng3k-itu-owner"
"RT8Y","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT8Z","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT9","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT9F","54","European Russia","Russia","ng3k-itu-owner"
"RT9G","54","European Russia","Russia","ng3k-itu-owner"
"RT9I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT9J","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT9M","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT9P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT9S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT9T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT9V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT9W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RT9X","54","European Russia","Russia","ng3k-itu-owner"
"RU0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU0T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU1AC","54","European Russia","Russia","ng3k-itu-owner"
"RU1I","54","European Russia","Russia","ng3k-itu-owner"
"RU1N","54","European Russia","Russia","ng3k-itu-owner"
"RU1O","54","European Russia","Russia","ng3k-itu-owner"
"RU1P","54","European Russia","Russia","ng3k-itu-owner"
"RU1Z","54","European Russia","Russia","ng3k-itu-owner"
"RU2F","126","Kaliningrad","Kaliningrad","ng3k-direct"
"RU2K","126","Kaliningrad","Kaliningrad","ng3k-direct"
"RU4H","54","European Russia","Russia","ng3k-itu-owner"
"RU4HD","54","European Russia","Russia","ng3k-itu-owner"
"RU4HP","54","European Russia","Russia","ng3k-itu-owner"
"RU4I","54","European Russia","Russia","ng3k-itu-owner"
"RU4W","54","European Russia","Russia","ng3k-itu-owner"
"RU8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU8F","54","European Russia","Russia","ng3k-itu-owner"
"RU8G","54","European Russia","Russia","ng3k-itu-owner"
"RU8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU8P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU8S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU8T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU8U","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU8V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU8W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU8X","54","European Russia","Russia","ng3k-itu-owner"
"RU8Y","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU8Z","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU9","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU9F","54","European Russia","Russia","ng3k-itu-owner"
"RU9G","54","European Russia","Russia","ng3k-itu-owner"
"RU9I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU9M","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU9P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU9S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU9T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU9V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU9W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RU9X","54","European Russia","Russia","ng3k-itu-owner"
"RV0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV0T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV1I","54","European Russia","Russia","ng3k-itu-owner"
"RV1N","54","European Russia","Russia","ng3k-itu-owner"
"RV1O","54","European Russia","Russia","ng3k-itu-owner"
"RV1P","54","European Russia","Russia","ng3k-itu-owner"
"RV1Z","54","European Russia","Russia","ng3k-itu-owner"
"RV2F","126","Kaliningrad","Kaliningrad","ng3k-direct"
"RV2K","126","Kaliningrad","Kaliningrad","ng3k-direct"
"RV3DSA/0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV4H","54","European Russia","Russia","ng3k-itu-owner"
"RV4I","54","European Russia","Russia","ng3k-itu-owner"
"RV4W","54","European Russia","Russia","ng3k-itu-owner"
"RV8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV8F","54","European Russia","Russia","ng3k-itu-owner"
"RV8G","54","European Russia","Russia","ng3k-itu-owner"
"RV8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV8P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV8S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV8T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV8U","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV8V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV8W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV8X","54","European Russia","Russia","ng3k-itu-owner"
"RV8Y","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV8Z","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV9","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV9F","54","European Russia","Russia","ng3k-itu-owner"
"RV9G","54","European Russia","Russia","ng3k-itu-owner"
"RV9I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV9M","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV9P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV9S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV9T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV9V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV9W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RV9X","54","European Russia","Russia","ng3k-itu-owner"
"RW0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW0T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW1I","54","European Russia","Russia","ng3k-itu-owner"
"RW1N","54","European Russia","Russia","ng3k-itu-owner"
"RW1O","54","European Russia","Russia","ng3k-itu-owner"
"RW1P","54","European Russia","Russia","ng3k-itu-owner"
"RW1Z","54","European Russia","Russia","ng3k-itu-owner"
"RW2F","126","Kaliningrad","Kaliningrad","ng3k-direct"
"RW2K","126","Kaliningrad","Kaliningrad","ng3k-direct"
"RW4H","54","European Russia","Russia","ng3k-itu-owner"
"RW4HM","54","European Russia","Russia","ng3k-itu-owner"
"RW4HTK","54","European Russia","Russia","ng3k-itu-owner"
"RW4HW","54","European Russia","Russia","ng3k-itu-owner"
"RW4HZ","54","European Russia","Russia","ng3k-itu-owner"
"RW4I","54","European Russia","Russia","ng3k-itu-owner"
"RW4W","54","European Russia","Russia","ng3k-itu-owner"
"RW8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW8F","54","European Russia","Russia","ng3k-itu-owner"
"RW8G","54","European Russia","Russia","ng3k-itu-owner"
"RW8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW8P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW8S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW8T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW8T/1","54","European Russia","Russia","ng3k-itu-owner"
"RW8U","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW8V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW8W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW8X","54","European Russia","Russia","ng3k-itu-owner"
"RW8Y","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW8Z","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW9","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW9AV","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW9C","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW9F","54","European Russia","Russia","ng3k-itu-owner"
"RW9G","54","European Russia","Russia","ng3k-itu-owner"
"RW9I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW9M","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW9P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW9S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW9T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW9V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW9W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RW9X","54","European Russia","Russia","ng3k-itu-owner"
"RX0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX0T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX0TX/P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX1I","54","European Russia","Russia","ng3k-itu-owner"
"RX1N","54","European Russia","Russia","ng3k-itu-owner"
"RX1O","54","European Russia","Russia","ng3k-itu-owner"
"RX1P","54","European Russia","Russia","ng3k-itu-owner"
"RX1Z","54","European Russia","Russia","ng3k-itu-owner"
"RX2F","126","Kaliningrad","Kaliningrad","ng3k-direct"
"RX2K","126","Kaliningrad","Kaliningrad","ng3k-direct"
"RX4H","54","European Russia","Russia","ng3k-itu-owner"
"RX4I","54","European Russia","Russia","ng3k-itu-owner"
"RX4W","54","European Russia","Russia","ng3k-itu-owner"
"RX8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX8F","54","European Russia","Russia","ng3k-itu-owner"
"RX8G","54","European Russia","Russia","ng3k-itu-owner"
"RX8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX8P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX8S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX8T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX8U","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX8V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX8W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX8X","54","European Russia","Russia","ng3k-itu-owner"
"RX8Y","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX8Z","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX9","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX9CC","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX9F","54","European Russia","Russia","ng3k-itu-owner"
"RX9G","54","European Russia","Russia","ng3k-itu-owner"
"RX9I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX9M","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX9P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX9S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX9T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX9V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX9W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RX9X","54","European Russia","Russia","ng3k-itu-owner"
"RY0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY0AAN/P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY0T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY1I","54","European Russia","Russia","ng3k-itu-owner"
"RY1N","54","European Russia","Russia","ng3k-itu-owner"
"RY1O","54","European Russia","Russia","ng3k-itu-owner"
"RY1P","54","European Russia","Russia","ng3k-itu-owner"
"RY1Z","54","European Russia","Russia","ng3k-itu-owner"
"RY2F","126","Kaliningrad","Kaliningrad","ng3k-direct"
"RY2K","126","Kaliningrad","Kaliningrad","ng3k-direct"
"RY4H","54","European Russia","Russia","ng3k-itu-owner"
"RY4I","54","European Russia","Russia","ng3k-itu-owner"
"RY4W","54","European Russia","Russia","ng3k-itu-owner"
"RY8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY8F","54","European Russia","Russia","ng3k-itu-owner"
"RY8G","54","European Russia","Russia","ng3k-itu-owner"
"RY8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY8P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY8S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY8T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY8U","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY8V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY8W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY8X","54","European Russia","Russia","ng3k-itu-owner"
"RY8Y","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY8Z","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY9","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY9F","54","European Russia","Russia","ng3k-itu-owner"
"RY9G","54","European Russia","Russia","ng3k-itu-owner"
"RY9I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY9M","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY9P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY9S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY9T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY9V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY9W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RY9X","54","European Russia","Russia","ng3k-itu-owner"
"RZ0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ0T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ1I","54","European Russia","Russia","ng3k-itu-owner"
"RZ1N","54","European Russia","Russia","ng3k-itu-owner"
"RZ1O","54","European Russia","Russia","ng3k-itu-owner"
"RZ1P","54","European Russia","Russia","ng3k-itu-owner"
"RZ1Z","54","European Russia","Russia","ng3k-itu-owner"
"RZ2F","126","Kaliningrad","Kaliningrad","ng3k-direct"
"RZ2K","126","Kaliningrad","Kaliningrad","ng3k-direct"
"RZ4H","54","European Russia","Russia","ng3k-itu-owner"
"RZ4I","54","European Russia","Russia","ng3k-itu-owner"
"RZ4PXP","54","European Russia","Russia","ng3k-itu-owner"
"RZ4W","54","European Russia","Russia","ng3k-itu-owner"
"RZ8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ8F","54","European Russia","Russia","ng3k-itu-owner"
"RZ8G","54","European Russia","Russia","ng3k-itu-owner"
"RZ8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ8P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ8S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ8T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ8U","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ8V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ8W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ8X","54","European Russia","Russia","ng3k-itu-owner"
"RZ8Y","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ8Z","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ9","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ9F","54","European Russia","Russia","ng3k-itu-owner"
"RZ9G","54","European Russia","Russia","ng3k-itu-owner"
"RZ9I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ9M","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ9P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ9S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ9T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ9V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ9W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"RZ9X","54","European Russia","Russia","ng3k-itu-owner"
"S0","302","Western Sahara","Western Sahara","ng3k-direct"
"S2","305","Bangladesh","Bangladesh","ng3k-direct"
"S3","305","Bangladesh","Bangladesh","ng3k-direct"
"S4","462","South Africa","So Africa","ng3k-itu-owner"
"S5","499","Slovenia","Slovenia","ng3k-direct"
"S6","381","Singapore","Singapore","ng3k-direct"
"S7","379","Seychelles","Seychelles","ng3k-direct"
"S8","462","South Africa","So Africa","ng3k-itu-owner"
"S9","219","Sao Tome & Principe","Sao Tome & Principe","ng3k-direct"
"SA","284","Sweden","Sweden","ng3k-direct"
"SB","284","Sweden","Sweden","ng3k-direct"
"SC","284","Sweden","Sweden","ng3k-direct"
"SD","284","Sweden","Sweden","ng3k-direct"
"SE","284","Sweden","Sweden","ng3k-direct"
"SF","284","Sweden","Sweden","ng3k-direct"
"SG","284","Sweden","Sweden","ng3k-direct"
"SH","284","Sweden","Sweden","ng3k-direct"
"SI","284","Sweden","Sweden","ng3k-direct"
"SJ","284","Sweden","Sweden","ng3k-direct"
"SK","284","Sweden","Sweden","ng3k-direct"
"SL","284","Sweden","Sweden","ng3k-direct"
"SM","284","Sweden","Sweden","ng3k-direct"
"SN","269","Poland","Poland","ng3k-direct"
"SO","269","Poland","Poland","ng3k-direct"
"SP","269","Poland","Poland","ng3k-direct"
"SQ","269","Poland","Poland","ng3k-direct"
"SR","269","Poland","Poland","ng3k-direct"
"SS","478","Egypt","Egypt","ng3k-direct"
"ST","466","Sudan","Sudan","ng3k-direct"
"SU","478","Egypt","Egypt","ng3k-direct"
"SV","236","Greece","Greece","ng3k-direct"
"SV/A","180","Mount Athos",,"unresolved"
"SV0XAZ","40","Crete","Crete","ng3k-direct"
"SV2RSG/A","180","Mount Athos",,"unresolved"
"SV5","45","Dodecanese","Dodecanese","ng3k-direct"
"SV9","40","Crete","Crete","ng3k-direct"
"SW","236","Greece","Greece","ng3k-direct"
"SW5","45","Dodecanese","Dodecanese","ng3k-direct"
"SW9","40","Crete","Crete","ng3k-direct"
"SX","236","Greece","Greece","ng3k-direct"
"SX5","45","Dodecanese","Dodecanese","ng3k-direct"
"SX9","40","Crete","Crete","ng3k-direct"
"SY","236","Greece","Greece","ng3k-direct"
"SY5","45","Dodecanese","Dodecanese","ng3k-direct"
"SY9","40","Crete","Crete","ng3k-direct"
"SZ","236","Greece","Greece","ng3k-direct"
"SZ5","45","Dodecanese","Dodecanese","ng3k-direct"
"SZ9","40","Crete","Crete","ng3k-direct"
"T2","282","Tuvalu","Tuvalu","ng3k-direct"
"T30","301","Western Kiribati","West Kiribati","ng3k-itu-owner"
"T31","31","Central Kiribati","Central Kiribati","ng3k-direct"
"T32","48","Eastern Kiribati","East Kiribati","ng3k-itu-owner"
"T33","490","Banaba Island","Banaba","ng3k-itu-owner"
"T4","70","Cuba","Cuba","ng3k-direct"
"T5","232","Somalia","Somalia","ng3k-direct"
"T6","3","Afghanistan","Afghanistan","ng3k-direct"
"T7","278","San Marino","San Marino","ng3k-direct"
"T8","22","Palau","Palau","ng3k-direct"
"TA","390","Asiatic Turkey","Turkey","ng3k-itu-owner"
"TA1","390","European Turkey","Turkey","ng3k-itu-owner"
"TA1AO/4","390","Asiatic Turkey","Turkey","ng3k-itu-owner"
"TA3AC/1","390","European Turkey","Turkey","ng3k-itu-owner"
"TA6CQ/1","390","European Turkey","Turkey","ng3k-itu-owner"
"TA7H/1","390","European Turkey","Turkey","ng3k-itu-owner"
"TB","390","Asiatic Turkey","Turkey","ng3k-itu-owner"
"TB1","390","European Turkey","Turkey","ng3k-itu-owner"
"TC","390","Asiatic Turkey","Turkey","ng3k-itu-owner"
"TC1","390","European Turkey","Turkey","ng3k-itu-owner"
"TC23TC","390","European Turkey","Turkey","ng3k-itu-owner"
"TD","76","Guatemala","Guatemala","ng3k-direct"
"TE","308","Costa Rica","Costa Rica","ng3k-direct"
"TE9","37","Cocos Island","Cocos Is","ng3k-itu-owner"
"TF","242","Iceland","Iceland","ng3k-direct"
"TG","76","Guatemala","Guatemala","ng3k-direct"
"TH","227","France","France","ng3k-direct"
"TI","308","Costa Rica","Costa Rica","ng3k-direct"
"TI9","37","Cocos Island","Cocos Is","ng3k-itu-owner"
"TJ","406","Cameroon","Cameroon","ng3k-direct"
"TK","214","Corsica","Corsica","ng3k-direct"
"TL","408","Central African Republic","Central African Rep","ng3k-itu-owner"
"TM","227","France","France","ng3k-direct"
"TN","412","Republic of the Congo","Congo","ng3k-itu-owner"
"TO","227","France","France","ng3k-direct"
"TO1A","63","French Guiana","French Guiana","ng3k-direct"
"TO3E","84","Martinique","Martinique","ng3k-direct"
"TO4A","84","Martinique","Martinique","ng3k-direct"
"TO5A","84","Martinique","Martinique","ng3k-direct"
"TO5M","213","St. Martin","St Martin","ng3k-itu-owner"
"TO5T","213","St. Martin","St Martin","ng3k-itu-owner"
"TO7A","84","Martinique","Martinique","ng3k-direct"
"TO7K","453","Reunion Island","Reunion","ng3k-itu-owner"
"TO7O","84","Martinique","Martinique","ng3k-direct"
"TP","227","France","France","ng3k-direct"
"TQ","227","France","France","ng3k-direct"
"TR","420","Gabon","Gabon","ng3k-direct"
"TS","474","Tunisia","Tunisia","ng3k-direct"
"TT","410","Chad","Chad","ng3k-direct"
"TU","428","Cote d'Ivoire","Ivory Coast","ng3k-itu-owner"
"TV","227","France","France","ng3k-direct"
"TW","298","Wallis & Futuna Islands","Wallis & Futuna Is","ng3k-itu-owner"
"TX","227","France","France","ng3k-direct"
"TX3X","512","Chesterfield Islands","Chesterfield Is","ng3k-itu-owner"
"TX5EU","508","Austral Islands","Austral Is","ng3k-itu-owner"
"TX5S","36","Clipperton Island",,"unresolved"
"TX9W","509","Marquesas Islands","Marquesas Is","ng3k-itu-owner"
"TY","416","Benin","Benin","ng3k-direct"
"TZ","442","Mali","Mali","ng3k-direct"
"U","54","European Russia","Russia","ng3k-itu-owner"
"U0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U0T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U1I","54","European Russia","Russia","ng3k-itu-owner"
"U1N","54","European Russia","Russia","ng3k-itu-owner"
"U1O","54","European Russia","Russia","ng3k-itu-owner"
"U1P","54","European Russia","Russia","ng3k-itu-owner"
"U1Z","54","European Russia","Russia","ng3k-itu-owner"
"U2F","126","Kaliningrad","Kaliningrad","ng3k-direct"
"U2K","126","Kaliningrad","Kaliningrad","ng3k-direct"
"U4H","54","European Russia","Russia","ng3k-itu-owner"
"U4I","54","European Russia","Russia","ng3k-itu-owner"
"U4W","54","European Russia","Russia","ng3k-itu-owner"
"U5","288","Ukraine","Ukraine","ng3k-direct"
"U8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U8F","54","European Russia","Russia","ng3k-itu-owner"
"U8G","54","European Russia","Russia","ng3k-itu-owner"
"U8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U8P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U8S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U8T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U8U","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U8V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U8W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U8X","54","European Russia","Russia","ng3k-itu-owner"
"U8Y","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U8Z","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U9","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U9F","54","European Russia","Russia","ng3k-itu-owner"
