"prefix","dxcc_entity","dxcc_name","owner_country","source"
"GB4SPD","265","Northern Ireland","No Ireland","ng3k-itu-owner"
"GB5PAT","265","Northern Ireland","No Ireland","ng3k-itu-owner"
"GB6SPD","265","Northern Ireland","No Ireland","ng3k-itu-owner"
"GB8MD","294","Wales","Wales","ng3k-direct"
"GB9SPD","265","Northern Ireland","No Ireland","ng3k-itu-owner"
"GC","294","Wales","Wales","ng3k-direct"
"GD","114","Isle of Man","Isle of Man","ng3k-direct"
"GH","122","Jersey","Jersey","ng3k-direct"
"GI","265","Northern Ireland","No Ireland","ng3k-itu-owner"
"GJ","122","Jersey","Jersey","ng3k-direct"
"GM","279","Scotland","Scotland","ng3k-direct"
"GM/S","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM0AVR","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM0EKM","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM0GFL","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM0ILB","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM0JDB","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM1FGN","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM1KKI","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM1ZNR","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM3WHT","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM3ZET","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM4IPK","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM4JPI","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM4LBE","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM4LER","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM4PXG","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM4SLV","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM4WXQ","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM4ZHL","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM6RQW","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM6YQA","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM7AFE","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM7GWW","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM8LNH","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM8MMA","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GM8YEC","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GN","265","Northern Ireland","No Ireland","ng3k-itu-owner"
"GP","106","Guernsey","Guernsey","ng3k-direct"
"GS","279","Scotland","Scotland","ng3k-direct"
"GS3ZET","279","Shetland Islands","Scotland","ng3k-itu-owner"
"GT","114","Isle of Man","Isle of Man","ng3k-direct"
"GU","106","Guernsey","Guernsey","ng3k-direct"
"GW","294","Wales","Wales","ng3k-direct"
"H2","215","Cyprus","Cyprus","ng3k-direct"
"H3","88","Panama","Panama","ng3k-direct"
"H4","185","Solomon Islands","Solomon Is","ng3k-itu-owner"
"H40","507","Temotu Province","Temotu","ng3k-itu-owner"
"H5","462","South Africa","So Africa","ng3k-itu-owner"
"H6","86","Nicaragua","Nicaragua","ng3k-direct"
"H7","86","Nicaragua","Nicaragua","ng3k-direct"
"H8","88","Panama","Panama","ng3k-direct"
"H9","88","Panama","Panama","ng3k-direct"
"HA","239","Hungary","Hungary","ng3k-direct"
"HB","287","Switzerland","Switzerland","ng3k-direct"
"HB0","251","Liechtenstein","Liechtenstein","ng3k-direct"
"HC","120","Ecuador","Ecuador","ng3k-direct"
"HC8","71","Galapagos Islands","Galapagos Is","ng3k-itu-owner"
"HC8M/5","120","Ecuador","Ecuador","ng3k-direct"
"HD","120","Ecuador","Ecuador","ng3k-direct"
"HD8","71","Galapagos Islands","Galapagos Is","ng3k-itu-owner"
"HE","287","Switzerland","Switzerland","ng3k-direct"
"HE0","251","Liechtenstein","Liechtenstein","ng3k-direct"
"HF","269","Poland","Poland","ng3k-direct"
"HF0PAS","241","South Shetland Islands","Antarctica","ng3k-itu-owner"
"HG","239","Hungary","Hungary","ng3k-direct"
"HH","78","Haiti","Haiti","ng3k-direct"
"HI","72","Dominican Republic","Dominican Rep","ng3k-itu-owner"
"HJ","116","Colombia","Colombia","ng3k-direct"
"HJ0","216","San Andres & Providencia","Bajo Nuevo","ng3k-itu-owner"
"HJ0M","161","Malpelo Island",,"unresolved"
"HK","116","Colombia","Colombia","ng3k-direct"
"HK0","216","San Andres & Providencia","Bajo Nuevo","ng3k-itu-owner"
"HK0/A","216","San Andres & Providencia","Bajo Nuevo","ng3k-itu-owner"
"HK0/M","161","Malpelo Island",,"unresolved"
"HK0M","161","Malpelo Island",,"unresolved"
"HK0TU","161","Malpelo Island",,"unresolved"
"HL","137","Republic of Korea","So Korea","ng3k-itu-owner"
"HN","333","Iraq","Iraq","ng3k-direct"
"HO","88","Panama","Panama","ng3k-direct"
"HP","88","Panama","Panama","ng3k-direct"
"HQ","80","Honduras","Honduras","ng3k-direct"
"HR","80","Honduras","Honduras","ng3k-direct"
"HS","387","Thailand","Thailand","ng3k-direct"
"HT","86","Nicaragua","Nicaragua","ng3k-direct"
"HU","74","El Salvador","El Salvador","ng3k-direct"
"HV","295","Vatican City","Vatican","ng3k-itu-owner"
"HW","227","France","France","ng3k-direct"
"HX","227","France","France","ng3k-direct"
"HY","227","France","France","ng3k-direct"
"HZ","378","Saudi Arabia","Saudi Arabia","ng3k-direct"
"I","248","Italy","Italy","ng3k-direct"
"I2DMK/RM","248","Italy","Italy","ng3k-direct"
"IA5KRO/4","248","Italy","Italy","ng3k-direct"
"IB9","248","Sicily","Italy","ng3k-itu-owner"
"ID9","248","Sicily","Italy","ng3k-itu-owner"
"IE9","248","Sicily","Italy","ng3k-itu-owner"
"IF9","248","Sicily","Italy","ng3k-itu-owner"
"IG9","248","African Italy","Italy","ng3k-itu-owner"
"IH9","248","African Italy","Italy","ng3k-itu-owner"
"II0D","225","Sardinia","Sardinia","ng3k-direct"
"II0ICH","225","Sardinia","Sardinia","ng3k-direct"
"II0ICV","225","Sardinia","Sardinia","ng3k-direct"
"II0IDP","225","Sardinia","Sardinia","ng3k-direct"
"II0M","225","Sardinia","Sardinia","ng3k-direct"
"II9","248","Sicily","Italy","ng3k-itu-owner"
"IJ9","248","Sicily","Italy","ng3k-itu-owner"
"IM0","225","Sardinia","Sardinia","ng3k-direct"
"IO9","248","Sicily","Italy","ng3k-itu-owner"
"IP0A","225","Sardinia","Sardinia","ng3k-direct"
"IP0Y","225","Sardinia","Sardinia","ng3k-direct"
"IP9","248","Sicily","Italy","ng3k-itu-owner"
"IQ0AAI","225","Sardinia","Sardinia","ng3k-direct"
"IQ0AG","225","Sardinia","Sardinia","ng3k-direct"
"IQ0AH","225","Sardinia","Sardinia","ng3k-direct"
"IQ0AI","225","Sardinia","Sardinia","ng3k-direct"
"IQ0AK","225","Sardinia","Sardinia","ng3k-direct"
"IQ0AK/P","225","Sardinia","Sardinia","ng3k-direct"
"IQ0AL","225","Sardinia","Sardinia","ng3k-direct"
"IQ0AM","225","Sardinia","Sardinia","ng3k-direct"
"IQ0EH","225","Sardinia","Sardinia","ng3k-direct"
"IQ0HO","225","Sardinia","Sardinia","ng3k-direct"
"IQ0ID","225","Sardinia","Sardinia","ng3k-direct"
"IQ0NU","225","Sardinia","Sardinia","ng3k-direct"
"IQ0OG","225","Sardinia","Sardinia","ng3k-direct"
"IQ0PM","225","Sardinia","Sardinia","ng3k-direct"
"IQ0QP","225","Sardinia","Sardinia","ng3k-direct"
"IQ0SS","225","Sardinia","Sardinia","ng3k-direct"
"IQ9","248","Sicily","Italy","ng3k-itu-owner"
"IR0A","225","Sardinia","Sardinia","ng3k-direct"
"IR0IDP","225","Sardinia","Sardinia","ng3k-direct"
"IR0RCAG","225","Sardinia","Sardinia","ng3k-direct"
"IR0RIVA","225","Sardinia","Sardinia","ng3k-direct"
"IR0SAR","225","Sardinia","Sardinia","ng3k-direct"
"IR9","248","Sicily","Italy","ng3k-itu-owner"
"IS","225","Sardinia","Sardinia","ng3k-direct"
"IS0","225","Sardinia","Sardinia","ng3k-direct"
"IT9","248","Sicily","Italy","ng3k-itu-owner"
"IT9CLY/4","248","Italy","Italy","ng3k-direct"
"IT9ELM/0","248","Italy","Italy","ng3k-direct"
"IU9","248","Sicily","Italy","ng3k-itu-owner"
"IW0HBY/9","248","Sicily","Italy","ng3k-itu-owner"
"IW0U","225","Sardinia","Sardinia","ng3k-direct"
"IW0V","225","Sardinia","Sardinia","ng3k-direct"
"IW0W","225","Sardinia","Sardinia","ng3k-direct"
"IW0X","225","Sardinia","Sardinia","ng3k-direct"
"IW0Y","225","Sardinia","Sardinia","ng3k-direct"
"IW0Z","225","Sardinia","Sardinia","ng3k-direct"
"IW9","248","Sicily","Italy","ng3k-itu-owner"
"IY0GA","225","Sardinia","Sardinia","ng3k-direct"
"IY9","248","Sicily","Italy","ng3k-itu-owner"
"J2","382","Djibouti","Djibouti","ng3k-direct"
"J3","77","Grenada","Grenada","ng3k-direct"
"J4","236","Greece","Greece","ng3k-direct"
"J45","45","Dodecanese","Dodecanese","ng3k-direct"
"J49","40","Crete","Crete","ng3k-direct"
"J5","109","Guinea-Bissau","Guinea-Bissau","ng3k-direct"
"J6","97","St. Lucia","St Lucia","ng3k-itu-owner"
"J7","95","Dominica","Dominica","ng3k-direct"
"J8","98","St. Vincent","St Vincent","ng3k-itu-owner"
"JA","339","Japan","Japan","ng3k-direct"
"JD/M","177","Minami Torishima","Minami Torishima","ng3k-direct"
"JD/O","192","Ogasawara","Okino Tori-shima","ng3k-itu-owner"
"JD1","192","Ogasawara","Okino Tori-shima","ng3k-itu-owner"
"JD1BPS/1","339","Japan","Japan","ng3k-direct"
"JD1YAA","177","Minami Torishima","Minami Torishima","ng3k-direct"
"JD1YBJ","177","Minami Torishima","Minami Torishima","ng3k-direct"
"JE","339","Japan","Japan","ng3k-direct"
"JF","339","Japan","Japan","ng3k-direct"
"JG","339","Japan","Japan","ng3k-direct"
"JG8NQJ/JD1","177","Minami Torishima","Minami Torishima","ng3k-direct"
"JH","339","Japan","Japan","ng3k-direct"
"JI","339","Japan","Japan","ng3k-direct"
"JJ","339","Japan","Japan","ng3k-direct"
"JK","339","Japan","Japan","ng3k-direct"
"JL","339","Japan","Japan","ng3k-direct"
"JM","339","Japan","Japan","ng3k-direct"
"JN","339","Japan","Japan","ng3k-direct"
"JO","339","Japan","Japan","ng3k-direct"
"JP","339","Japan","Japan","ng3k-direct"
"JQ","339","Japan","Japan","ng3k-direct"
"JR","339","Japan","Japan","ng3k-direct"
"JS","339","Japan","Japan","ng3k-direct"
"JT","363","Mongolia","Mongolia","ng3k-direct"
"JT2","363","Mongolia","Mongolia","ng3k-direct"
"JT3","363","Mongolia","Mongolia","ng3k-direct"
"JU","363","Mongolia","Mongolia","ng3k-direct"
"JU2","363","Mongolia","Mongolia","ng3k-direct"
"JU3","363","Mongolia","Mongolia","ng3k-direct"
"JV","363","Mongolia","Mongolia","ng3k-direct"
"JV2","363","Mongolia","Mongolia","ng3k-direct"
"JV3","363","Mongolia","Mongolia","ng3k-direct"
"JW","259","Svalbard","Svalbard","ng3k-direct"
"JW/B","259","Bear Island","Svalbard","ng3k-itu-owner"
"JW/LB2PG","259","Bear Island","Svalbard","ng3k-itu-owner"
"JX","118","Jan Mayen","Jan Mayen","ng3k-direct"
"JY","342","Jordan","Jordan","ng3k-direct"
"K","291","United States","United States","ng3k-direct"
"K1LH","6","Alaska","Alaska","ng3k-direct"
"K1TAQ","6","Alaska","Alaska","ng3k-direct"
"K2CRA","6","Alaska","Alaska","ng3k-direct"
"K2GT","110","Hawaii","Hawaii","ng3k-direct"
"K2IDA","202","Puerto Rico","Puerto Rico","ng3k-direct"
"K4A","202","Puerto Rico","Puerto Rico","ng3k-direct"
"K4JWO","285","US Virgin Islands","Virgin Is","ng3k-itu-owner"
"K4RPB","110","Hawaii","Hawaii","ng3k-direct"
"K4VIC","202","Puerto Rico","Puerto Rico","ng3k-direct"
"K4XV","110","Hawaii","Hawaii","ng3k-direct"
"K4Z","202","Puerto Rico","Puerto Rico","ng3k-direct"
"K6KO","110","Hawaii","Hawaii","ng3k-direct"
"K7HFU","6","Alaska","Alaska","ng3k-direct"
"K7ZAP","6","Alaska","Alaska","ng3k-direct"
"K7ZVZ","6","Alaska","Alaska","ng3k-direct"
"K8EME","202","Puerto Rico","Puerto Rico","ng3k-direct"
"K9CS/KH8S","515","Swains Island","Swain's Island","ng3k-itu-owner"
"K9VV","285","US Virgin Islands","Virgin Is","ng3k-itu-owner"
"KA0RGT","110","Hawaii","Hawaii","ng3k-direct"
"KA1NCN","6","Alaska","Alaska","ng3k-direct"
"KA2ZSD","6","Alaska","Alaska","ng3k-direct"
"KB0TBA","110","Hawaii","Hawaii","ng3k-direct"
"KB0VKF","110","Hawaii","Hawaii","ng3k-direct"
"KB1OHI","6","Alaska","Alaska","ng3k-direct"
"KB2DJE","110","Hawaii","Hawaii","ng3k-direct"
"KB6KSD","6","Alaska","Alaska","ng3k-direct"
"KB9THD","6","Alaska","Alaska","ng3k-direct"
"KC1EGP","110","Hawaii","Hawaii","ng3k-direct"
"KC1EGQ","110","Hawaii","Hawaii","ng3k-direct"
"KC2LMZ","285","US Virgin Islands","Virgin Is","ng3k-itu-owner"
"KC4AAA","13","Antarctica","Antarctica","ng3k-direct"
"KC5SGK","6","Alaska","Alaska","ng3k-direct"
"KC9GMO","6","Alaska","Alaska","ng3k-direct"
"KD2BK","202","Puerto Rico","Puerto Rico","ng3k-direct"
"KD2GBT","6","Alaska","Alaska","ng3k-direct"
"KD2VAF","202","Puerto Rico","Puerto Rico","ng3k-direct"
"KD4CDL","285","US Virgin Islands","Virgin Is","ng3k-itu-owner"
"KD9FBI","6","Alaska","Alaska","ng3k-direct"
"KE0GUV","6","Alaska","Alaska","ng3k-direct"
"KE0HMK","6","Alaska","Alaska","ng3k-direct"
"KE4WBS","202","Puerto Rico","Puerto Rico","ng3k-direct"
"KE6FZD","110","Hawaii","Hawaii","ng3k-direct"
"KE8WEQ","6","Alaska","Alaska","ng3k-direct"
"KF6AST","110","Hawaii","Hawaii","ng3k-direct"
"KF7ROC","6","Alaska","Alaska","ng3k-direct"
"KF8ENL","6","Alaska","Alaska","ng3k-direct"
"KG4","105","Guantanamo Bay","Guantanamo Bay","ng3k-direct"
"KG4HZF","6","Alaska","Alaska","ng3k-direct"
"KG4NE","105","Guantanamo Bay","Guantanamo Bay","ng3k-direct"
"KG6DX","103","Guam","Guam","ng3k-direct"
"KG6JDX","103","Guam","Guam","ng3k-direct"
"KG7TLW","6","Alaska","Alaska","ng3k-direct"
"KG7WCF","110","Hawaii","Hawaii","ng3k-direct"
"KH0","166","Mariana Islands","Mariana Is","ng3k-itu-owner"
"KH0AF","291","United States","United States","ng3k-direct"
"KH0AS","291","United States","United States","ng3k-direct"
"KH0BE","291","United States","United States","ng3k-direct"
"KH0BF","291","United States","United States","ng3k-direct"
"KH0BR","291","United States","United States","ng3k-direct"
"KH0BU","291","United States","United States","ng3k-direct"
"KH0BX","291","United States","United States","ng3k-direct"
"KH0BZ","291","United States","United States","ng3k-direct"
"KH0CA","291","United States","United States","ng3k-direct"
"KH0CG","291","United States","United States","ng3k-direct"
"KH0CO","291","United States","United States","ng3k-direct"
"KH0CU","291","United States","United States","ng3k-direct"
"KH0CW","291","United States","United States","ng3k-direct"
"KH0DH","291","United States","United States","ng3k-direct"
"KH0DJ","291","United States","United States","ng3k-direct"
"KH0DW","291","United States","United States","ng3k-direct"
"KH0EX","291","United States","United States","ng3k-direct"
"KH0H","291","United States","United States","ng3k-direct"
"KH0HQ","291","United States","United States","ng3k-direct"
"KH0JA","291","United States","United States","ng3k-direct"
"KH0JJ","291","United States","United States","ng3k-direct"
"KH0JO","291","United States","United States","ng3k-direct"
"KH0K","291","United States","United States","ng3k-direct"
"KH0LY","291","United States","United States","ng3k-direct"
"KH0NI","291","United States","United States","ng3k-direct"
"KH0SH","291","United States","United States","ng3k-direct"
"KH0UN","291","United States","United States","ng3k-direct"
"KH0V","291","United States","United States","ng3k-direct"
"KH0WJ","110","Hawaii","Hawaii","ng3k-direct"
"KH0X","291","United States","United States","ng3k-direct"
"KH0XD","291","United States","United States","ng3k-direct"
"KH0Y","291","United States","United States","ng3k-direct"
"KH0ZZ","291","United States","United States","ng3k-direct"
"KH1","20","Baker & Howland Islands","Baker & Howland Is","ng3k-itu-owner"
"KH2","103","Guam","Guam","ng3k-direct"
"KH2AB","291","United States","United States","ng3k-direct"
"KH2AI","291","United States","United States","ng3k-direct"
"KH2AK","291","United States","United States","ng3k-direct"
"KH2AP","291","United States","United States","ng3k-direct"
"KH2AR","291","United States","United States","ng3k-direct"
"KH2AV","291","United States","United States","ng3k-direct"
"KH2AY","291","United States","United States","ng3k-direct"
"KH2BD","291","United States","United States","ng3k-direct"
"KH2BI","291","United States","United States","ng3k-direct"
"KH2BR","291","United States","United States","ng3k-direct"
"KH2BX","291","United States","United States","ng3k-direct"
"KH2C","291","United States","United States","ng3k-direct"
"KH2CH","291","United States","United States","ng3k-direct"
"KH2CW","291","United States","United States","ng3k-direct"
"KH2CZ","291","United States","United States","ng3k-direct"
"KH2D","291","United States","United States","ng3k-direct"
"KH2DF","291","United States","United States","ng3k-direct"
"KH2DN","291","United States","United States","ng3k-direct"
"KH2DX","291","United States","United States","ng3k-direct"
"KH2EA","291","United States","United States","ng3k-direct"
"KH2EE","291","United States","United States","ng3k-direct"
"KH2EI","291","United States","United States","ng3k-direct"
"KH2EP","291","United States","United States","ng3k-direct"
"KH2EV","291","United States","United States","ng3k-direct"
"KH2EW","291","United States","United States","ng3k-direct"
"KH2FF","291","United States","United States","ng3k-direct"
"KH2FI","291","United States","United States","ng3k-direct"
"KH2FJ","291","United States","United States","ng3k-direct"
"KH2FX","291","United States","United States","ng3k-direct"
"KH2GG","291","United States","United States","ng3k-direct"
"KH2GM","291","United States","United States","ng3k-direct"
"KH2H","291","United States","United States","ng3k-direct"
"KH2IT","291","United States","United States","ng3k-direct"
"KH2IW","291","United States","United States","ng3k-direct"
"KH2JA","291","United States","United States","ng3k-direct"
"KH2JB","291","United States","United States","ng3k-direct"
"KH2JH","291","United States","United States","ng3k-direct"
"KH2JK","291","United States","United States","ng3k-direct"
"KH2JX","291","United States","United States","ng3k-direct"
"KH2KD","291","United States","United States","ng3k-direct"
"KH2KF","291","United States","United States","ng3k-direct"
"KH2KH","291","United States","United States","ng3k-direct"
"KH2KL","291","United States","United States","ng3k-direct"
"KH2LB","291","United States","United States","ng3k-direct"
"KH2LU","291","United States","United States","ng3k-direct"
"KH2LZ","291","United States","United States","ng3k-direct"
"KH2MI","291","United States","United States","ng3k-direct"
"KH2MV","291","United States","United States","ng3k-direct"
"KH2NC","291","United States","United States","ng3k-direct"
"KH2OJ","291","United States","United States","ng3k-direct"
"KH2OP","291","United States","United States","ng3k-direct"
"KH2P","291","United States","United States","ng3k-direct"
"KH2PM","291","United States","United States","ng3k-direct"
"KH2QE","291","United States","United States","ng3k-direct"
"KH2QH","291","United States","United States","ng3k-direct"
"KH2QJ","291","United States","United States","ng3k-direct"
"KH2QL","291","United States","United States","ng3k-direct"
"KH2QY","291","United States","United States","ng3k-direct"
"KH2R","291","United States","United States","ng3k-direct"
"KH2RK","291","United States","United States","ng3k-direct"
"KH2RL","291","United States","United States","ng3k-direct"
"KH2RP","291","United States","United States","ng3k-direct"
"KH2SK","291","United States","United States","ng3k-direct"
"KH2SL","291","United States","United States","ng3k-direct"
"KH2SR","291","United States","United States","ng3k-direct"
"KH2SX","291","United States","United States","ng3k-direct"
"KH2TG","291","United States","United States","ng3k-direct"
"KH2TI","291","United States","United States","ng3k-direct"
"KH2TJ","291","United States","United States","ng3k-direct"
"KH2UG","291","United States","United States","ng3k-direct"
"KH2UV","291","United States","United States","ng3k-direct"
"KH2UY","291","United States","United States","ng3k-direct"
"KH2UZ","291","United States","United States","ng3k-direct"
"KH2VB","291","United States","United States","ng3k-direct"
"KH2XD","291","United States","United States","ng3k-direct"
"KH2XN","291","United States","United States","ng3k-direct"
"KH2XO","291","United States","United States","ng3k-direct"
"KH2XP","291","United States","United States","ng3k-direct"
"KH2XW","291","United States","United States","ng3k-direct"
"KH2YG","291","United States","United States","ng3k-direct"
"KH2YJ","291","United States","United States","ng3k-direct"
"KH2YL","291","United States","United States","ng3k-direct"
