"prefix","owner_country","status","source","candidates","dxcc_examples"
"9F","Ethiopia","resolved","ng3k-direct","Ethiopia","Ethiopia"
"9G","Ghana","resolved","ng3k-direct","Ghana","Ghana"
"9H","Malta","resolved","ng3k-direct","Malta","Malta"
"9I","Zambia","resolved","ng3k-direct","Zambia","Zambia"
"9J","Zambia","resolved","ng3k-direct","Zambia","Zambia"
"9K","Kuwait","resolved","ng3k-direct","Kuwait","Kuwait"
"9L","Sierra Leone","resolved","ng3k-direct","Sierra Leone","Sierra Leone"
"9M","West Malaysia","resolved","ng3k-direct","West Malaysia","West Malaysia"
"9M0","Spratly Is","resolved","ng3k-itu-owner","Spratly Is","Spratly Islands"
"9M2","West Malaysia","resolved","ng3k-direct","West Malaysia","West Malaysia"
"9M4CHQ","East Malaysia","resolved","ng3k-direct","East Malaysia","East Malaysia"
"9M6","East Malaysia","resolved","ng3k-direct","East Malaysia","East Malaysia"
"9M8","East Malaysia","resolved","ng3k-direct","East Malaysia","East Malaysia"
"9N","Nepal","resolved","ng3k-direct","Nepal","Nepal"
"9O","Dem Rep Congo (Zaire)","resolved","ng3k-itu-owner","Dem Rep Congo (Zaire)","Dem. Rep. of the Congo"
"9P","Dem Rep Congo (Zaire)","resolved","ng3k-itu-owner","Dem Rep Congo (Zaire)","Dem. Rep. of the Congo"
"9Q","Dem Rep Congo (Zaire)","resolved","ng3k-itu-owner","Dem Rep Congo (Zaire)","Dem. Rep. of the Congo"
"9R","Dem Rep Congo (Zaire)","resolved","ng3k-itu-owner","Dem Rep Congo (Zaire)","Dem. Rep. of the Congo"
"9S","Dem Rep Congo (Zaire)","resolved","ng3k-itu-owner","Dem Rep Congo (Zaire)","Dem. Rep. of the Congo"
"9T","Dem Rep Congo (Zaire)","resolved","ng3k-itu-owner","Dem Rep Congo (Zaire)","Dem. Rep. of the Congo"
"9U","Burundi","resolved","ng3k-direct","Burundi","Burundi"
"9V","Singapore","resolved","ng3k-direct","Singapore","Singapore"
"9W","West Malaysia","resolved","ng3k-direct","West Malaysia","West Malaysia"
"9W6","East Malaysia","resolved","ng3k-direct","East Malaysia","East Malaysia"
"9W8","East Malaysia","resolved","ng3k-direct","East Malaysia","East Malaysia"
"9X","Rwanda","resolved","ng3k-direct","Rwanda","Rwanda"
"9Y","Trinidad & Tobago","resolved","ng3k-direct","Trinidad & Tobago","Trinidad & Tobago"
"9Z","Trinidad & Tobago","resolved","ng3k-direct","Trinidad & Tobago","Trinidad & Tobago"
"A2","Botswana","resolved","ng3k-direct","Botswana","Botswana"
"A3","Tonga","resolved","ng3k-direct","Tonga","Tonga"
"A4","Oman","resolved","ng3k-direct","Oman","Oman"
"A5","Bhutan","resolved","ng3k-direct","Bhutan","Bhutan"
"A6","United Arab Emirates","resolved","ng3k-direct","United Arab Emirates","United Arab Emirates"
"A7","Qatar","resolved","ng3k-direct","Qatar","Qatar"
"A8","Liberia","resolved","ng3k-direct","Liberia","Liberia"
"A9","Bahrain","resolved","ng3k-direct","Bahrain","Bahrain"
"AA","United States","resolved","ng3k-direct","United States","United States"
"AB","United States","resolved","ng3k-direct","United States","United States"
"AC","United States","resolved","ng3k-direct","United States","United States"
"AD","United States","resolved","ng3k-direct","United States","United States"
"AD4BL","Alaska","resolved","ng3k-direct","Alaska","Alaska"
"AE","United States","resolved","ng3k-direct","United States","United States"
"AF","United States","resolved","ng3k-direct","United States","United States"
"AG","United States","resolved","ng3k-direct","United States","United States"
"AG7XY","Hawaii","resolved","ng3k-direct","Hawaii","Hawaii"
"AH0","Mariana Is","resolved","ng3k-itu-owner","Mariana Is","Mariana Islands"
"AH0AB","United States","resolved","ng3k-direct","United States","United States"
"AH0AJ","United States","resolved","ng3k-direct","United States","United States"
"AH0AM","United States","resolved","ng3k-direct","United States","United States"
"AH0AX","United States","resolved","ng3k-direct","United States","United States"
"AH0BR","United States","resolved","ng3k-direct","United States","United States"
"AH0BV","United States","resolved","ng3k-direct","United States","United States"
"AH0BZ","United States","resolved","ng3k-direct","United States","United States"
"AH0C","United States","resolved","ng3k-direct","United States","United States"
"AH0CC","United States","resolved","ng3k-direct","United States","United States"
"AH0CJ","United States","resolved","ng3k-direct","United States","United States"
"AH0CX","United States","resolved","ng3k-direct","United States","United States"
"AH0G","United States","resolved","ng3k-direct","United States","United States"
"AH0O","United States","resolved","ng3k-direct","United States","United States"
"AH0Q","United States","resolved","ng3k-direct","United States","United States"
"AH0U","United States","resolved","ng3k-direct","United States","United States"
"AH0W","United States","resolved","ng3k-direct","United States","United States"
"AH1","Baker & Howland Is","resolved","ng3k-itu-owner","Baker & Howland Is","Baker & Howland Islands"
"AH2","Guam","resolved","ng3k-direct","Guam","Guam"
"AH2A","United States","resolved","ng3k-direct","United States","United States"
"AH2AH","United States","resolved","ng3k-direct","United States","United States"
"AH2AJ","United States","resolved","ng3k-direct","United States","United States"
"AH2AK","United States","resolved","ng3k-direct","United States","United States"
"AH2AP","United States","resolved","ng3k-direct","United States","United States"
"AH2AQ","United States","resolved","ng3k-direct","United States","United States"
"AH2AR","United States","resolved","ng3k-direct","United States","United States"
"AH2AV","United States","resolved","ng3k-direct","United States","United States"
"AH2AZ","United States","resolved","ng3k-direct","United States","United States"
"AH2BY","United States","resolved","ng3k-direct","United States","United States"
"AH2CF","United States","resolved","ng3k-direct","United States","United States"
"AH2CG","United States","resolved","ng3k-direct","United States","United States"
"AH2CZ","United States","resolved","ng3k-direct","United States","United States"
"AH2DB","United States","resolved","ng3k-direct","United States","United States"
"AH2DF","United States","resolved","ng3k-direct","United States","United States"
"AH2DG","United States","resolved","ng3k-direct","United States","United States"
"AH2DP","United States","resolved","ng3k-direct","United States","United States"
"AH2DS","United States","resolved","ng3k-direct","United States","United States"
"AH2DY","United States","resolved","ng3k-direct","United States","United States"
"AH2EB","United States","resolved","ng3k-direct","United States","United States"
"AH2EH","United States","resolved","ng3k-direct","United States","United States"
"AH2EJ","United States","resolved","ng3k-direct","United States","United States"
"AH2EK","United States","resolved","ng3k-direct","United States","United States"
"AH2H","United States","resolved","ng3k-direct","United States","United States"
"AH2O","United States","resolved","ng3k-direct","United States","United States"
"AH2S","United States","resolved","ng3k-direct","United States","United States"
"AH2T","United States","resolved","ng3k-direct","United States","United States"
"AH2U","Mariana Is","resolved","ng3k-itu-owner","Mariana Is","Mariana Islands"
"AH2V","United States","resolved","ng3k-direct","United States","United States"
"AH2W","United States","resolved","ng3k-direct","United States","United States"
"AH2X","United States","resolved","ng3k-direct","United States","United States"
"AH2Z","United States","resolved","ng3k-direct","United States","United States"
"AH3","Johnston Is","resolved","ng3k-itu-owner","Johnston Is","Johnston Island"
"AH3D","United States","resolved","ng3k-direct","United States","United States"
"AH4","Midway Is","resolved","ng3k-itu-owner","Midway Is","Midway Island"
"AH5","Palmyra,  Jarvis Is","resolved","ng3k-itu-owner","Palmyra,  Jarvis Is","Palmyra & Jarvis Islands"
"AH6","Hawaii","resolved","ng3k-direct","Hawaii","Hawaii"
"AH6AF","United States","resolved","ng3k-direct","United States","United States"
"AH6AL","United States","resolved","ng3k-direct","United States","United States"
"AH6AO","United States","resolved","ng3k-direct","United States","United States"
"AH6AR","United States","resolved","ng3k-direct","United States","United States"
"AH6AT","United States","resolved","ng3k-direct","United States","United States"
"AH6AU","United States","resolved","ng3k-direct","United States","United States"
"AH6AX","United States","resolved","ng3k-direct","United States","United States"
"AH6BJ","United States","resolved","ng3k-direct","United States","United States"
"AH6BS","United States","resolved","ng3k-direct","United States","United States"
"AH6BV","United States","resolved","ng3k-direct","United States","United States"
"AH6C","United States","resolved","ng3k-direct","United States","United States"
"AH6CY","United States","resolved","ng3k-direct","United States","United States"
"AH6D","United States","resolved","ng3k-direct","United States","United States"
"AH6DZ","United States","resolved","ng3k-direct","United States","United States"
"AH6ES","United States","resolved","ng3k-direct","United States","United States"
"AH6ET","United States","resolved","ng3k-direct","United States","United States"
"AH6EZ","United States","resolved","ng3k-direct","United States","United States"
"AH6EZ/9","United States","resolved","ng3k-direct","United States","United States"
"AH6FV","United States","resolved","ng3k-direct","United States","United States"
"AH6FY","United States","resolved","ng3k-direct","United States","United States"
"AH6GA","United States","resolved","ng3k-direct","United States","United States"
"AH6HE","United States","resolved","ng3k-direct","United States","United States"
"AH6HK","United States","resolved","ng3k-direct","United States","United States"
"AH6HR","United States","resolved","ng3k-direct","United States","United States"
"AH6HS","United States","resolved","ng3k-direct","United States","United States"
"AH6HT","United States","resolved","ng3k-direct","United States","United States"
"AH6I","United States","resolved","ng3k-direct","United States","United States"
"AH6IJ","United States","resolved","ng3k-direct","United States","United States"
"AH6IW","United States","resolved","ng3k-direct","United States","United States"
"AH6IX","United States","resolved","ng3k-direct","United States","United States"
"AH6JH","United States","resolved","ng3k-direct","United States","United States"
"AH6JS","United States","resolved","ng3k-direct","United States","United States"
"AH6JZ","United States","resolved","ng3k-direct","United States","United States"
"AH6KB","United States","resolved","ng3k-direct","United States","United States"
"AH6KD","United States","resolved","ng3k-direct","United States","United States"
"AH6KG","United States","resolved","ng3k-direct","United States","United States"
"AH6KS","United States","resolved","ng3k-direct","United States","United States"
"AH6KT","United States","resolved","ng3k-direct","United States","United States"
"AH6LE","United States","resolved","ng3k-direct","United States","United States"
"AH6LS","United States","resolved","ng3k-direct","United States","United States"
"AH6MD","United States","resolved","ng3k-direct","United States","United States"
"AH6ML","United States","resolved","ng3k-direct","United States","United States"
"AH6MQ","United States","resolved","ng3k-direct","United States","United States"
"AH6N","United States","resolved","ng3k-direct","United States","United States"
"AH6NE","United States","resolved","ng3k-direct","United States","United States"
"AH6NL","United States","resolved","ng3k-direct","United States","United States"
"AH6NP","United States","resolved","ng3k-direct","United States","United States"
"AH6NR","United States","resolved","ng3k-direct","United States","United States"
"AH6O","United States","resolved","ng3k-direct","United States","United States"
"AH6OD","United States","resolved","ng3k-direct","United States","United States"
"AH6OM","United States","resolved","ng3k-direct","United States","United States"
"AH6OS","United States","resolved","ng3k-direct","United States","United States"
"AH6OU","United States","resolved","ng3k-direct","United States","United States"
"AH6P","United States","resolved","ng3k-direct","United States","United States"
"AH6PA","United States","resolved","ng3k-direct","United States","United States"
"AH6PD","United States","resolved","ng3k-direct","United States","United States"
"AH6PJ","United States","resolved","ng3k-direct","United States","United States"
"AH6PN","United States","resolved","ng3k-direct","United States","United States"
"AH6PW","United States","resolved","ng3k-direct","United States","United States"
"AH6R","United States","resolved","ng3k-direct","United States","United States"
"AH6RB","United States","resolved","ng3k-direct","United States","United States"
"AH6S","United States","resolved","ng3k-direct","United States","United States"
"AH6SV","United States","resolved","ng3k-direct","United States","United States"
"AH6TS","United States","resolved","ng3k-direct","United States","United States"
"AH6TX","United States","resolved","ng3k-direct","United States","United States"
"AH6UD","United States","resolved","ng3k-direct","United States","United States"
"AH6UK","United States","resolved","ng3k-direct","United States","United States"
"AH6UN","United States","resolved","ng3k-direct","United States","United States"
"AH6UU","United States","resolved","ng3k-direct","United States","United States"
"AH6UX","United States","resolved","ng3k-direct","United States","United States"
"AH6VM","United States","resolved","ng3k-direct","United States","United States"
"AH6VQ","United States","resolved","ng3k-direct","United States","United States"
"AH6VV","United States","resolved","ng3k-direct","United States","United States"
"AH6VW","United States","resolved","ng3k-direct","United States","United States"
"AH6W","United States","resolved","ng3k-direct","United States","United States"
"AH6WC","United States","resolved","ng3k-direct","United States","United States"
"AH6X","United States","resolved","ng3k-direct","United States","United States"
"AH6Y","United States","resolved","ng3k-direct","United States","United States"
"AH6YL","United States","resolved","ng3k-direct","United States","United States"
"AH6Z","United States","resolved","ng3k-direct","United States","United States"
"AH7","Hawaii","resolved","ng3k-direct","Hawaii","Hawaii"
"AH7A","United States","resolved","ng3k-direct","United States","United States"
"AH7D","United States","resolved","ng3k-direct","United States","United States"
"AH7DN","United States","resolved","ng3k-direct","United States","United States"
"AH7F","United States","resolved","ng3k-direct","United States","United States"
"AH7I","United States","resolved","ng3k-direct","United States","United States"
"AH7J","United States","resolved","ng3k-direct","United States","United States"
"AH7K","Kure Is","resolved","ng3k-itu-owner","Kure Is","Kure Island"
"AH7Q","United States","resolved","ng3k-direct","United States","United States"
"AH7U","United States","resolved","ng3k-direct","United States","United States"
"AH7Z","United States","resolved","ng3k-direct","United States","United States"
"AH8","Am Samoa","resolved","ng3k-itu-owner","Am Samoa","American Samoa"
"AH8AC","United States","resolved","ng3k-direct","United States","United States"
"AH8B","United States","resolved","ng3k-direct","United States","United States"
"AH8C","United States","resolved","ng3k-direct","United States","United States"
"AH8K","United States","resolved","ng3k-direct","United States","United States"
"AH8M","United States","resolved","ng3k-direct","United States","United States"
"AH8O","United States","resolved","ng3k-direct","United States","United States"
"AH8P","United States","resolved","ng3k-direct","United States","United States"
"AH8S","United States","resolved","ng3k-direct","United States","United States"
"AH8Y","United States","resolved","ng3k-direct","United States","United States"
"AH9","Wake Is","resolved","ng3k-itu-owner","Wake Is","Wake Island"
"AH9A","United States","resolved","ng3k-direct","United States","United States"
"AI","United States","resolved","ng3k-direct","United States","United States"
"AI7YJ","Alaska","resolved","ng3k-direct","Alaska","Alaska"
"AJ","United States","resolved","ng3k-direct","United States","United States"
"AK","United States","resolved","ng3k-direct","United States","United States"
"AL","Alaska","resolved","ng3k-direct","Alaska","Alaska"
"AL0A","United States","resolved","ng3k-direct","United States","United States"
"AL0AA","United States","resolved","ng3k-direct","United States","United States"
"AL0F","United States","resolved","ng3k-direct","United States","United States"
"AL0FT","United States","resolved","ng3k-direct","United States","United States"
"AL0G","United States","resolved","ng3k-direct","United States","United States"
"AL0H","United States","resolved","ng3k-direct","United States","United States"
"AL0I","United States","resolved","ng3k-direct","United States","United States"
"AL0K","United States","resolved","ng3k-direct","United States","United States"
"AL0N","United States","resolved","ng3k-direct","United States","United States"
"AL0Q","United States","resolved","ng3k-direct","United States","United States"
"AL0R","United States","resolved","ng3k-direct","United States","United States"
"AL0X","United States","resolved","ng3k-direct","United States","United States"
"AL0Y","United States","resolved","ng3k-direct","United States","United States"
"AL1A","United States","resolved","ng3k-direct","United States","United States"
"AL1AK","United States","resolved","ng3k-direct","United States","United States"
"AL1AS","United States","resolved","ng3k-direct","United States","United States"
"AL1B","United States","resolved","ng3k-direct","United States","United States"
"AL1CE","United States","resolved","ng3k-direct","United States","United States"
"AL1F","United States","resolved","ng3k-direct","United States","United States"
"AL1K","United States","resolved","ng3k-direct","United States","United States"
"AL1N","United States","resolved","ng3k-direct","United States","United States"
"AL1O","United States","resolved","ng3k-direct","United States","United States"
"AL1P","United States","resolved","ng3k-direct","United States","United States"
"AL1Q","United States","resolved","ng3k-direct","United States","United States"
"AL1VE","United States","resolved","ng3k-direct","United States","United States"
"AL2AK","United States","resolved","ng3k-direct","United States","United States"
"AL2B","United States","resolved","ng3k-direct","United States","United States"
"AL2C","United States","resolved","ng3k-direct","United States","United States"
"AL2E","United States","resolved","ng3k-direct","United States","United States"
"AL2G","United States","resolved","ng3k-direct","United States","United States"
"AL2GR","United States","resolved","ng3k-direct","United States","United States"
"AL2I","United States","resolved","ng3k-direct","United States","United States"
"AL2J","United States","resolved","ng3k-direct","United States","United States"
"AL2N","United States","resolved","ng3k-direct","United States","United States"
"AL2O","United States","resolved","ng3k-direct","United States","United States"
"AL2S","United States","resolved","ng3k-direct","United States","United States"
"AL3A","United States","resolved","ng3k-direct","United States","United States"
"AL3C","United States","resolved","ng3k-direct","United States","United States"
"AL3E","United States","resolved","ng3k-direct","United States","United States"
"AL3G","United States","resolved","ng3k-direct","United States","United States"
"AL3L","United States","resolved","ng3k-direct","United States","United States"
"AL3M","United States","resolved","ng3k-direct","United States","United States"
"AL3Q","United States","resolved","ng3k-direct","United States","United States"
"AL3V","United States","resolved","ng3k-direct","United States","United States"
"AL3X","United States","resolved","ng3k-direct","United States","United States"
"AL4B","United States","resolved","ng3k-direct","United States","United States"
"AL4D","United States","resolved","ng3k-direct","United States","United States"
"AL4E","United States","resolved","ng3k-direct","United States","United States"
"AL4F","United States","resolved","ng3k-direct","United States","United States"
"AL4K","United States","resolved","ng3k-direct","United States","United States"
"AL4R","United States","resolved","ng3k-direct","United States","United States"
"AL4U","United States","resolved","ng3k-direct","United States","United States"
"AL4US","United States","resolved","ng3k-direct","United States","United States"
"AL4V","United States","resolved","ng3k-direct","United States","United States"
"AL4X","United States","resolved","ng3k-direct","United States","United States"
"AL5A","United States","resolved","ng3k-direct","United States","United States"
"AL5B","United States","resolved","ng3k-direct","United States","United States"
"AL5C","United States","resolved","ng3k-direct","United States","United States"
"AL5IN","United States","resolved","ng3k-direct","United States","United States"
"AL5J","United States","resolved","ng3k-direct","United States","United States"
"AL5LV","United States","resolved","ng3k-direct","United States","United States"
"AL5M","United States","resolved","ng3k-direct","United States","United States"
"AL5O","United States","resolved","ng3k-direct","United States","United States"
"AL5P","United States","resolved","ng3k-direct","United States","United States"
"AL5W","United States","resolved","ng3k-direct","United States","United States"
"AL6A","United States","resolved","ng3k-direct","United States","United States"
"AL6B","United States","resolved","ng3k-direct","United States","United States"
"AL6M","United States","resolved","ng3k-direct","United States","United States"
"AL7AA","United States","resolved","ng3k-direct","United States","United States"
"AL7AB","United States","resolved","ng3k-direct","United States","United States"
"AL7AH","United States","resolved","ng3k-direct","United States","United States"
"AL7AK","United States","resolved","ng3k-direct","United States","United States"
"AL7AL","United States","resolved","ng3k-direct","United States","United States"
"AL7AM","United States","resolved","ng3k-direct","United States","United States"
"AL7AN","United States","resolved","ng3k-direct","United States","United States"
"AL7AU","United States","resolved","ng3k-direct","United States","United States"
"AL7AW","United States","resolved","ng3k-direct","United States","United States"
"AL7BA","United States","resolved","ng3k-direct","United States","United States"
"AL7BA/8","United States","resolved","ng3k-direct","United States","United States"
"AL7BN","United States","resolved","ng3k-direct","United States","United States"
"AL7BQ","United States","resolved","ng3k-direct","United States","United States"
"AL7BR","United States","resolved","ng3k-direct","United States","United States"
"AL7BT","United States","resolved","ng3k-direct","United States","United States"
